102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,64,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,65,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,66,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,67,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,68,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,69,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,70,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,71,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,72,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,73,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,74,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,75,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,76,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,77,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,78,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,79,10,tdfgjhkl,200303108003@paruluniversity.ac.in,sdvfbg,vadodara,sdffg,"United States",395060,7016824264,"hemil chovatiya",sdvfbg,vadodara,sdffg,"United States",395060
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,80,10,Richards,richards@mail.com,"311 Bchwood Drive",,Bridgeville,US,50005,7410000014,Richards,"311 Bchwood Drive","311 Bchwood Drive",Bridgeville,US,50005
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,81,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,82,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,83,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,84,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,85,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,86,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
102,10,,11/09/2022,12/09/2022,0,0,0,0,0,"<br />
<b>Notice</b>:  Undefined variable: invoice_notes in <b>C:xampphtdocsdownloadedInvoiceMg-PHPinvoice-edit.php</b> on line <b>300</b><br />
",invoice,open,87,10,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
61,11,,25/09/2022,25/09/2022,34,0,0,3,37,,invoice,open,57,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",bnm,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",bnm,Norcross,US,30092
62,11,dfghj@gnv.vv,25/09/2022,25/09/2022,68,10,34,8,86,hrn,invoice,paid,57,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",bnm,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",bnm,Norcross,US,30092
92,11,ghgjh,29/06/2022,17/09/2022,12,0,0,0,12,nbnnnnn,quote,open,57,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",bnm,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",bnm,Norcross,US,30092
93,11,ghgjh,29/06/2022,17/09/2022,12,0,0,0,12,nbnnnnn,invoice,open,57,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",bnm,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",bnm,Norcross,US,30092
94,11,ghgjh,29/06/2022,17/09/2022,12,0,0,0,12,nbnnnnn,invoice,open,57,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",bnm,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",bnm,Norcross,US,30092
61,11,,25/09/2022,25/09/2022,34,0,0,3,37,,invoice,open,58,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",bnm,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",bnm,Norcross,US,30092
62,11,dfghj@gnv.vv,25/09/2022,25/09/2022,68,10,34,8,86,hrn,invoice,paid,58,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",bnm,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",bnm,Norcross,US,30092
92,11,ghgjh,29/06/2022,17/09/2022,12,0,0,0,12,nbnnnnn,quote,open,58,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",bnm,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",bnm,Norcross,US,30092
93,11,ghgjh,29/06/2022,17/09/2022,12,0,0,0,12,nbnnnnn,invoice,open,58,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",bnm,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",bnm,Norcross,US,30092
94,11,ghgjh,29/06/2022,17/09/2022,12,0,0,0,12,nbnnnnn,invoice,open,58,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",bnm,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",bnm,Norcross,US,30092
61,11,,25/09/2022,25/09/2022,34,0,0,3,37,,invoice,open,88,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
62,11,dfghj@gnv.vv,25/09/2022,25/09/2022,68,10,34,8,86,hrn,invoice,paid,88,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
92,11,ghgjh,29/06/2022,17/09/2022,12,0,0,0,12,nbnnnnn,quote,open,88,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
93,11,ghgjh,29/06/2022,17/09/2022,12,0,0,0,12,nbnnnnn,invoice,open,88,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
94,11,ghgjh,29/06/2022,17/09/2022,12,0,0,0,12,nbnnnnn,invoice,open,88,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
61,11,,25/09/2022,25/09/2022,34,0,0,3,37,,invoice,open,89,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
62,11,dfghj@gnv.vv,25/09/2022,25/09/2022,68,10,34,8,86,hrn,invoice,paid,89,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
92,11,ghgjh,29/06/2022,17/09/2022,12,0,0,0,12,nbnnnnn,quote,open,89,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
93,11,ghgjh,29/06/2022,17/09/2022,12,0,0,0,12,nbnnnnn,invoice,open,89,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
94,11,ghgjh,29/06/2022,17/09/2022,12,0,0,0,12,nbnnnnn,invoice,open,89,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
61,11,,25/09/2022,25/09/2022,34,0,0,3,37,,invoice,open,90,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
62,11,dfghj@gnv.vv,25/09/2022,25/09/2022,68,10,34,8,86,hrn,invoice,paid,90,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
92,11,ghgjh,29/06/2022,17/09/2022,12,0,0,0,12,nbnnnnn,quote,open,90,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
93,11,ghgjh,29/06/2022,17/09/2022,12,0,0,0,12,nbnnnnn,invoice,open,90,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
94,11,ghgjh,29/06/2022,17/09/2022,12,0,0,0,12,nbnnnnn,invoice,open,90,11,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",ghhj,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",ghhj,Norcross,US,30092
95,18,,29/09/2022,01/10/2022,19,0,0,2,21,11,invoice,open,91,18,"Ira Turner",iratur@mail.com,"1387 Pine Street",,Pittsburgh,US,10005,7890002222,"Ira Turner","1387 Pine Street","1387 Pine Street",Pittsburgh,US,10005
96,18,,29/09/2022,01/10/2022,19,0,0,2,21,11,invoice,open,91,18,"Ira Turner",iratur@mail.com,"1387 Pine Street",,Pittsburgh,US,10005,7890002222,"Ira Turner","1387 Pine Street","1387 Pine Street",Pittsburgh,US,10005
97,18,,29/09/2022,01/10/2022,19,0,0,2,21,11,invoice,open,91,18,"Ira Turner",iratur@mail.com,"1387 Pine Street",,Pittsburgh,US,10005,7890002222,"Ira Turner","1387 Pine Street","1387 Pine Street",Pittsburgh,US,10005
98,18,,29/09/2022,01/10/2022,19,0,0,2,21,11,invoice,open,91,18,"Ira Turner",iratur@mail.com,"1387 Pine Street",,Pittsburgh,US,10005,7890002222,"Ira Turner","1387 Pine Street","1387 Pine Street",Pittsburgh,US,10005
95,18,,29/09/2022,01/10/2022,19,0,0,2,21,11,invoice,open,92,18,"Ira Turner",iratur@mail.com,"1387 Pine Street",,Pittsburgh,US,10005,7890002222,"Ira Turner","1387 Pine Street","1387 Pine Street",Pittsburgh,US,10005
96,18,,29/09/2022,01/10/2022,19,0,0,2,21,11,invoice,open,92,18,"Ira Turner",iratur@mail.com,"1387 Pine Street",,Pittsburgh,US,10005,7890002222,"Ira Turner","1387 Pine Street","1387 Pine Street",Pittsburgh,US,10005
97,18,,29/09/2022,01/10/2022,19,0,0,2,21,11,invoice,open,92,18,"Ira Turner",iratur@mail.com,"1387 Pine Street",,Pittsburgh,US,10005,7890002222,"Ira Turner","1387 Pine Street","1387 Pine Street",Pittsburgh,US,10005
98,18,,29/09/2022,01/10/2022,19,0,0,2,21,11,invoice,open,92,18,"Ira Turner",iratur@mail.com,"1387 Pine Street",,Pittsburgh,US,10005,7890002222,"Ira Turner","1387 Pine Street","1387 Pine Street",Pittsburgh,US,10005
95,18,,29/09/2022,01/10/2022,19,0,0,2,21,11,invoice,open,93,18,"Ira Turner",iratur@mail.com,"1387 Pine Street",,Pittsburgh,US,10005,7890002222,"Ira Turner","1387 Pine Street","1387 Pine Street",Pittsburgh,US,10005
96,18,,29/09/2022,01/10/2022,19,0,0,2,21,11,invoice,open,93,18,"Ira Turner",iratur@mail.com,"1387 Pine Street",,Pittsburgh,US,10005,7890002222,"Ira Turner","1387 Pine Street","1387 Pine Street",Pittsburgh,US,10005
97,18,,29/09/2022,01/10/2022,19,0,0,2,21,11,invoice,open,93,18,"Ira Turner",iratur@mail.com,"1387 Pine Street",,Pittsburgh,US,10005,7890002222,"Ira Turner","1387 Pine Street","1387 Pine Street",Pittsburgh,US,10005
98,18,,29/09/2022,01/10/2022,19,0,0,2,21,11,invoice,open,93,18,"Ira Turner",iratur@mail.com,"1387 Pine Street",,Pittsburgh,US,10005,7890002222,"Ira Turner","1387 Pine Street","1387 Pine Street",Pittsburgh,US,10005
95,18,,29/09/2022,01/10/2022,19,0,0,2,21,11,invoice,open,94,18,"Ira Turner",iratur@mail.com,"1387 Pine Street",,Pittsburgh,US,10005,7890002222,"Ira Turner","1387 Pine Street","1387 Pine Street",Pittsburgh,US,10005
96,18,,29/09/2022,01/10/2022,19,0,0,2,21,11,invoice,open,94,18,"Ira Turner",iratur@mail.com,"1387 Pine Street",,Pittsburgh,US,10005,7890002222,"Ira Turner","1387 Pine Street","1387 Pine Street",Pittsburgh,US,10005
97,18,,29/09/2022,01/10/2022,19,0,0,2,21,11,invoice,open,94,18,"Ira Turner",iratur@mail.com,"1387 Pine Street",,Pittsburgh,US,10005,7890002222,"Ira Turner","1387 Pine Street","1387 Pine Street",Pittsburgh,US,10005
98,18,,29/09/2022,01/10/2022,19,0,0,2,21,11,invoice,open,94,18,"Ira Turner",iratur@mail.com,"1387 Pine Street",,Pittsburgh,US,10005,7890002222,"Ira Turner","1387 Pine Street","1387 Pine Street",Pittsburgh,US,10005
47,3,,13/11/2021,15/11/2021,132,65,0,20,217,none,invoice,paid,43,3,"Anne B Ruch",anner@mail.com,"4039 Overlook Drive","4039 Overlook Drive",Indianapolis,US,46225,1478500000,"Anne B Ruch","4039 Overlook Drive","4039 Overlook Drive",Indianapolis,US,46225
46,4,,13/11/2021,17/11/2021,270,65,3,34,369,,invoice,open,44,4,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue","1143 Kuhl Avenue",Norcross,US,30092
48,5,,13/11/2021,17/11/2021,405,20,3,43,468,none,invoice,open,45,5,"Anne B Ruch",anner@mail.com,"4039 Overlook Drive","4039 Overlook Drive",Indianapolis,US,46225,1478500000,"Anne B Ruch","4039 Overlook Drive","4039 Overlook Drive",Indianapolis,US,46225
49,6,,13/11/2021,18/11/2021,534,40,7,57,631,,invoice,open,46,6,"Wendy Reilly",wendy@mail.com,"3605 Cost Avenue","3605 Cost Avenue",Wharton,US,77488,3214444444,"Wendy Reilly","3605 Cost Avenue","3605 Cost Avenue",Wharton,US,77488
51,7,,13/11/2021,16/11/2021,600,20,4,62,682,"Cleared Up!",invoice,paid,47,7,"Test Customer",testc@mail.com,"110 Test Address","116 Test Address",Testown,TestCn,00225,7777777770,"Test Customer","110 Test Address","116 Test Address",Testown,TestCn,00225
63,7,dfghj@gnv.vv,25/09/2022,25/09/2022,68,10,34,8,86,hrn,invoice,paid,47,7,"Test Customer",testc@mail.com,"110 Test Address","116 Test Address",Testown,TestCn,00225,7777777770,"Test Customer","110 Test Address","116 Test Address",Testown,TestCn,00225
65,7,fghj,29/06/2022,17/09/2022,23,0,0,2,25,fghj,invoice,open,47,7,"Test Customer",testc@mail.com,"110 Test Address","116 Test Address",Testown,TestCn,00225,7777777770,"Test Customer","110 Test Address","116 Test Address",Testown,TestCn,00225
51,7,,13/11/2021,16/11/2021,600,20,4,62,682,"Cleared Up!",invoice,paid,59,7,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",bnm,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",bnm,Norcross,US,30092
63,7,dfghj@gnv.vv,25/09/2022,25/09/2022,68,10,34,8,86,hrn,invoice,paid,59,7,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",bnm,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",bnm,Norcross,US,30092
65,7,fghj,29/06/2022,17/09/2022,23,0,0,2,25,fghj,invoice,open,59,7,"Albert M Dunford",albd@mail.com,"1143 Kuhl Avenue",bnm,Norcross,US,30092,8520000010,"Albert M Dunford","1143 Kuhl Avenue",bnm,Norcross,US,30092
